Role_ID,Degree,Department,Domain,Role_Name,Experience_Required,Work_Type,Industry,Job_Openings_Annual_India,Avg_Package_Fresher_LPA,Study_Hours_Per_Day,Roadmap_Duration_Months,Role_Description,Daily_Responsibilities,Why_This_Career_1,Why_This_Career_2,Why_This_Career_3,Why_This_Career_4,Why_This_Career_5,Core_Skill_1,Core_Skill_2,Core_Skill_3,Core_Skill_4,Important_Skill_1,Important_Skill_2,Important_Skill_3,Good_To_Have_Skill_1,Good_To_Have_Skill_2,Soft_Skill_1,Soft_Skill_2,Soft_Skill_3,Soft_Skill_4,Soft_Skill_5,Month_1_Focus,Month_2_Focus,Month_3_Focus,Month_4_Focus,Month_5_Focus,Month_6_Focus,Month_7_Focus,Month_8_Focus,Month_9_Focus,Month_10_Focus,Month_11_Focus,Month_12_Focus,Project_1,Project_2,Project_3,Project_4,Project_5,Project_6,Project_7,Free_Resource_1,Free_Resource_2,Free_Resource_3,Free_Resource_4,Paid_Course_1,Paid_Course_2,Paid_Course_3,Certification_1,Certification_2,Salary_Fresher_Min_INR,Salary_Fresher_Max_INR,Salary_Fresher_Avg_INR,Salary_Junior_Min_INR,Salary_Junior_Max_INR,Salary_Mid_Min_INR,Salary_Mid_Max_INR,Salary_Senior_Min_INR,Salary_Senior_Max_INR,Salary_Lead_Min_INR,Salary_Lead_Max_INR,USA_Entry_Min_USD,USA_Entry_Max_USD,USA_Mid_Min_USD,USA_Mid_Max_USD,USA_Senior_Min_USD,USA_Senior_Max_USD,UK_Entry_Min_GBP,UK_Entry_Max_GBP,UK_Mid_Min_GBP,UK_Mid_Max_GBP,Canada_Entry_Min_CAD,Canada_Entry_Max_CAD,Australia_Entry_Min_AUD,Australia_Entry_Max_AUD,Singapore_Entry_Min_SGD,Singapore_Entry_Max_SGD,Top_Company_1,Top_Company_2,Top_Company_3,Top_Company_4,Top_Company_5,Top_Company_6,Top_Company_7,Top_Company_8,Top_Company_9,Top_Company_10,Company_Category_1,Company_Category_2,Company_Category_3,Hiring_Demand_Level,Application_Strategy,Success_Rate_Percentage,Educational_Match_Score,Learning_Commitment_Score,Timeline_Realism_Score,Market_Demand_Score,Total_Score,Success_Tips_1,Success_Tips_2,Success_Tips_3,Success_Tips_4,Success_Tips_5,Risk_Factor_1,Risk_Factor_2,Risk_Factor_3,Career_Path_Year_0_2,Career_Path_Year_3_5,Career_Path_Year_6_8,Career_Path_Year_9_Plus,Career_Path_Year_12_Plus,Career_Path_Year_15_Plus,Career_Path_Year_18_Plus
R840,MBBS,Medicine,Medical,Medical Practitioner (Private Practice),3-10 years,Clinic,"Self-Employed, Private Practice",Variable,0,NA,NA,A qualified doctor who runs private medical practice providing consultation and treatment to patients,Private medical practice | Patient consultation | Diagnosis | Treatment | Prescription | Clinic management | Patient care | Medical records | Business management | Ethics,Medical Practice: Private medical practice,Variable Income: ?10-50+ LPA (practice + location based, highly variable),Medical Profession: Doctor practice,Healthcare: Private healthcare,Independence: Independent practice,Medical Practice,Patient Consultation,Diagnosis,Treatment,Prescription,Clinic Management,Patient Care,Medical Records,Business Management,Medical Expertise,Empathy,Communication,Ethics,Business Sense,MBBS + medical registration + 3-10 years + clinic setup,Medical Practice Setup,Patient Care (1000+ patients annually),Clinic Management,Medical Excellence,,,,,,,,,,,,,,Private Practice Success,,,,Private Practice Resources,Medical Practice Management,,,,5000000,2500000,10000000,5000000,20000000,10000000,40000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Self-Employed,Private Practice,Clinic,Healthcare,Independent,,,,,,,,,,,68,,,,,,,,,,,,,,Medical Practitioner (?10-30 LPA),Established Doctor (?25-100 LPA),Multi-Specialty Clinic (?50-200 LPA),Hospital Owner (?100-400 LPA),,,,
R841,BDS,Dentistry,Dental,Dental Practitioner (Private Practice),2-8 years,Clinic,"Self-Employed, Dental Practice",Variable,0,NA,NA,A qualified dentist who runs private dental practice providing dental care and treatment,Private dental practice | Dental consultation | Treatment | Procedures | Clinic management | Patient care | Equipment management | Business management | Hygiene | Ethics,Dental Practice: Private dental practice,Variable Income: ?8-40 LPA (practice + procedures based, highly variable),Dental Profession: Dentist practice,Healthcare: Dental healthcare,Independence: Independent practice,Dental Practice,Dental Consultation,Dental Procedures,Clinic Management,Patient Care,Equipment Management,Business Management,Hygiene Standards,Ethics,Manual Dexterity,Empathy,Communication,Business Sense,Quality Focus,BDS + dental registration + 2-8 years + clinic setup,Dental Practice Setup,Patient Care (500+ patients annually),Clinic Management,Dental Excellence,,,,,,,,,,,,,,Dental Practice Success,,,,Dental Practice Resources,Dental Practice Management,,,,4000000,2000000,8000000,4000000,15000000,8000000,30000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Self-Employed,Dental Clinic,Private Practice,Dental,Independent,,,,,,,,,,,70,,,,,,,,,,,,,,Dental Practitioner (?8-25 LPA),Established Dentist (?20-80 LPA),Multi-Chair Clinic (?40-150 LPA),Dental Hospital (?80-300 LPA),,,,
R842,B.Arch,Architecture,Architecture,Architect (Private Practice),3-8 years,Office/Site,"Self-Employed, Architecture Practice",Variable,0,NA,NA,A qualified architect who runs independent architecture practice providing architectural design and consultancy,Architecture practice | Architectural design | Client projects | Project management | Site supervision | Client acquisition | Design consultancy | Approvals | Business management | Practice growth,Architecture Practice: Independent architecture,Variable Income: ?8-40 LPA (project-based, highly variable),Creative: Architectural creativity,Independence: Independent practice,Diverse Projects: Residential, commercial, institutional,Architectural Design,Project Management,Client Management,Site Supervision,AutoCAD/Revit,Approvals,Business Management,3D Visualization,Creativity,Creativity,Technical Skills,Client Focus,Business Acumen,Project Management,B.Arch + COA registration + 3-8 years + practice setup,Architecture Practice Setup,Design Portfolio (10+ projects),,,,,,,,,,,,,,Client Base,,,,Project Execution,Architecture Practice Success,Architecture Practice Resources,Architecture Business,,4000000,2000000,8000000,4000000,15000000,8000000,30000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Self-Employed,Architecture Practice,Independent,Architectural Services,Design,,,,,,,,,,,69,,,,,,,,,,,,,,Architect (?6-20 LPA),Established Architect (?15-60 LPA),Principal Architect (?30-80 LPA),Renowned Architect (?40-150 LPA),Celebrity Architect (?80-300 LPA),,,
R843,B.E / B.Tech,Civil,Consulting,Civil Engineering Consultant,5-10 years,Office/Site,"Self-Employed, Consulting",Variable,0,NA,NA,A professional civil engineer providing independent consulting services for construction and infrastructure projects,Civil engineering consulting | Structural design | Project consulting | Site supervision | Quality audits | Technical advisory | Client projects | Feasibility studies | Reports | Practice management,Engineering Consulting: Independent consulting,Variable Income: ?10-35 LPA (project-based),Technical Expertise: Engineering expertise,Independence: Independent practice,Diverse Projects: Various civil projects,Civil Engineering,Structural Design,Project Consulting,Site Supervision,Quality Audits,Technical Advisory,Client Management,Feasibility Studies,Report Writing,Technical Expertise,Problem Solving,Client Focus,Business Acumen,Integrity,B.E/B.Tech Civil + 5-10 years experience + consulting setup,Consulting Practice Setup,Consulting Projects (10+),Client Portfolio,Technical Expertise,Civil Consulting Success,,,,,,,,,,,,,,Civil Consulting Resources,,,,Engineering Consulting,,,,,3500000,2500000,7000000,5000000,14000000,10000000,28000000,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Self-Employed,Consulting,Independent,Engineering Services,Technical,,,,,,,,,,,70,,,,,,,,,,,,,,Consulting Engineer (?8-20 LPA),Established Consultant (?20-70 LPA),Principal Consultant (?50-140 LPA),Renowned Consultant (?100-280 LPA),,,,
R844,All Degrees,All Departments,Trading,Stock Market Trader (Professional),2-10 years,Home/Office,"Self-Employed, Trading",Variable,0,8-12 hours,24-36,A professional trader who trades stocks derivatives and securities for living using capital and trading strategies (High Risk),Professional stock trading | Intraday trading | Swing trading | Derivatives | Technical analysis | Risk management | Capital management | Strategy execution | Market analysis | Trading discipline,Professional Trading: Full-time trading,Highly Variable Income: ?-50 to +200 LPA (extremely variable, high risk),Market: Financial markets,Independence: Independent trading,High Risk High Reward: Potential high returns but risky,Stock Trading Advanced,Technical Analysis,Risk Management,Trading Psychology,Capital Management,Strategy,Derivatives,Market Analysis,Discipline,Discipline,Emotional Control,Risk Awareness,Analytical Thinking,Resilience,Trading education + significant capital + 2-10 years experience + risk management (EXTREMELY HIGH RISK),Profitable Trading Track Record (Difficult),Risk Management,Capital Preservation,Trading Strategy,,,,,,,,,,,,,,Professional Trading (High Risk),,,,Stock Trading Resources,Professional Trading Course,,,,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Self-Employed,Prop Trading Firms,Independent Traders,Trading,High Risk,,,,,,,,,,,25,,,,,,,,,,,,,,Struggling Trader (High Risk),Profitable Trader (High Risk),Professional Trader (High Risk),Successful Trader (High Risk - Variable),,,,
R845,All Degrees,All Departments,Forex,Forex Trader,2-10 years,Home/Office,"Self-Employed, Forex Trading",Variable,0,8-12 hours,24-36,A professional who trades foreign exchange currencies for profit using forex markets (Extremely High Risk),Forex trading | Currency pairs | Technical analysis | Fundamental analysis | Risk management | Leverage management | Trading strategies | Market analysis | Trading discipline | Capital management,Forex Trading: Currency trading,Extremely Variable Income: ?-100 to +500 LPA (extremely risky, can lose capital),Global Markets: 24-hour forex markets,Independence: Independent trading,Extremely High Risk: Leverage magnifies risk and reward,Forex Trading,Technical Analysis,Fundamental Analysis,Risk Management,Leverage Management,Trading Psychology,Market Analysis,Capital Management,Discipline,Discipline,Risk Awareness,Emotional Control,Analytical Thinking,Capital at Risk,Forex education + significant capital + experience + extreme risk management (EXTREMELY HIGH RISK - Many lose money),Forex Trading (Extremely Risky),Risk Management,Capital at Extreme Risk,Trading Strategy,,,,,,,,,,,,,,Forex Trading (Warning: Most Lose Money),,,,Forex Resources,Forex Trading (High Risk),,,,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Self-Employed,Forex Brokers,Trading,Extremely High Risk,Warning: High Failure Rate,,,,,,,,,,,15,,,,,,,,,,,,,,Losing Trader (Most Common),Break-Even Trader (Difficult),Profitable Trader (Rare),Successful Trader (Very Rare - High Risk),,,,
R846,All Degrees,All Departments,Options,Options Trader,3-10 years,Home/Office,"Self-Employed, Options Trading",Variable,0,8-12 hours,24-36,A professional who trades stock options for profit using options strategies (Very High Risk),Options trading | Options strategies | Greeks | Hedging | Speculation | Risk management | Technical analysis | Volatility trading | Expiry management | Capital management,Options Trading: Options market,Extremely Variable Income: ?-100 to +300 LPA (very high risk),Leverage: Options provide leverage,Strategies: Complex options strategies,Very High Risk: Options can expire worthless,Options Trading,Options Strategies,Greeks (Delta Gamma Theta Vega),Technical Analysis,Risk Management,Volatility Trading,Hedging,Capital Management,Speculation,Analytical Thinking,Risk Awareness,Mathematical Skills,Discipline,Emotional Control,Options education + capital + experience + risk management (VERY HIGH RISK - Can lose entire capital),Options Trading Experience (High Risk),Options Strategies,Risk Management,P&L Management,Options Trading (Warning: High Risk),,,,,,,,,,,,,,Options Trading Resources,,,,Options Trading Course,,,,,Variable - Very High Risk,Variable - Very High Risk,Variable - Very High Risk,Variable - Very High Risk,Variable - Very High Risk,Variable - Very High Risk,Variable - Very High Risk,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Self-Employed,Options Trading,Prop Trading,Very High Risk,Warning: Can Lose All Capital,,,,,,,,,,,20,,,,,,,,,,,,,,Losing Options Trader (Common),Break-Even Trader,Profitable Trader (Difficult),Successful Trader (Rare - Very High Risk),,,,
R847,All Degrees,All Departments,Commodity,Commodity Trader,3-10 years,Home/Office,"Self-Employed, Commodity Trading",Variable,0,8-12 hours,24-36,A professional who trades commodities like gold silver crude oil for profit (High Risk),Commodity trading | Gold/Silver/Crude trading | Technical analysis | Fundamental analysis | Risk management | Leverage | Trading strategies | Market analysis | Capital management | Discipline,Commodity Trading: Commodity markets,Highly Variable Income: ?-50 to +200 LPA (high risk, variable),Global Commodities: Trade global commodities,Leverage: Leveraged trading,High Risk: Commodity volatility high,Commodity Trading,Technical Analysis,Fundamental Analysis,Risk Management,Leverage Management,Market Analysis,Trading Strategies,Capital Management,Discipline,Analytical Thinking,Risk Awareness,Discipline,Market Knowledge,Emotional Control,Commodity trading education + capital + experience + risk management (HIGH RISK),Commodity Trading (High Risk),Risk Management,Trading Strategies,Market Analysis,,,,,,,,,,,,,,Commodity Trading Success (Risky),,,,Commodity Trading Resources,Commodity Trading Course,,,,Variable - High Risk,Variable - High Risk,Variable - High Risk,Variable - High Risk,Variable - High Risk,Variable - High Risk,Variable - High Risk,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Self-Employed,Commodity Exchanges,Trading,High Risk,MCX,,,,,,,,,,,22,,,,,,,,,,,,,,Commodity Trader (High Risk - Variable Income),Profitable Trader (Difficult),Successful Trader (High Risk),,,,,
R848,All Degrees,All Departments,Cryptocurrency,Cryptocurrency Trader,1-5 years,Home/Office,"Self-Employed, Crypto Trading",Variable,0,8-12 hours,Dec-24,A professional who trades cryptocurrencies like Bitcoin Ethereum for profit (Extremely High Risk & Volatile),Cryptocurrency trading | Bitcoin/Ethereum/Altcoins | Technical analysis | Blockchain understanding | Risk management | Wallet management | Exchange trading | Trading strategies | Volatility management | Capital management,Crypto Trading: Cryptocurrency trading,Extremely Variable Income: ?-100 to +500 LPA (extremely volatile & risky),Emerging Market: Cryptocurrency markets,24/7 Trading: Round-the-clock trading,Extremely High Risk: Extreme volatility regulatory uncertainty,Cryptocurrency Trading,Technical Analysis,Blockchain Basics,Risk Management,Wallet Management,Exchange Trading,Trading Strategies,Volatility Management,Security,Risk Awareness,Technical Learning,Discipline,Security Consciousness,Extreme Risk Tolerance,Crypto education + capital + extreme risk awareness (EXTREMELY HIGH RISK - Regulatory uncertainty, extreme volatility),Crypto Trading (Extremely Risky),Risk Management,Security,Trading Strategy,,,,,,,,,,,,,,Crypto Trading (Warning: Extreme Risk),,,,Cryptocurrency Resources,Crypto Trading (Extreme Risk),,,,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,Variable - Extremely High Risk,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Self-Employed,Crypto Exchanges,WazirX,CoinDCX,Extremely High Risk,,,,,,,,,,,18,,,,,,,,,,,,,,Crypto Trader (Extreme Risk - Many Lose),Profitable Trader (Rare),Successful Trader (Very Rare - Extreme Risk),,,,,
R849,B.E / B.Tech,Computer Science,Algo Trading,Algorithmic Trader / Quant Trader,3-8 years,Home/Office,"Self-Employed, Prop Trading, Quant Firms",Variable,NA,NA,NA,A professional who develops and executes algorithmic trading strategies using programming and quantitative methods,Algorithmic trading | Strategy development | Backtesting | Programming (Python) | Quantitative analysis | Automated trading | Risk management | Statistical arbitrage | High-frequency trading | Performance monitoring,Algorithmic Trading: Automated trading,Variable Income: ?10-100+ LPA (strategy performance based, high risk),Quantitative: Quantitative finance,Programming + Finance: Coding and trading,Sophisticated: Advanced trading methods,Algorithmic Trading,Python Programming,Quantitative Analysis,Backtesting,Strategy Development,Risk Management,Statistical Methods,Automated Trading,Data Analysis,Analytical Thinking,Programming Skills,Mathematical Skills,Risk Awareness,Continuous Learning,B.E/B.Tech + programming + quant finance + 3-8 years | Trading capital,Algorithmic Trading Strategies,Backtested Strategies,Trading Algorithms (Python),Performance Track Record,,,,,,,,,,,,,,Algo Trading Success (Risky),,,,Algorithmic Trading Resources,Algorithmic Trading Course,,,,10000000,2000000,20000000,5000000,40000000,10000000,80000000,95000,145000,218000,,,,,,,,,,,,,,,,,Prop Trading Firms,Quant Firms,Self-Employed,Hedge Funds,HFT,,,,,,,,,,,35,,,,,,,,,,,,,,Quant Trader (?8-30 LPA - Variable),Algo Trader (?10-100+ LPA - Performance Based),Successful Quant (?50-200+ LPA),Quant Fund (?100-800+ LPA),,,,
R850,MBA,Business Administration,Hedge Fund,Hedge Fund Analyst,3-6 years,Office,"Hedge Funds, Asset Management",300,NA,NA,NA,A professional who analyzes investment opportunities conducts research and supports hedge fund investment decisions,Investment analysis | Research | Financial modeling | Valuation | Market analysis | Stock picking | Hedge fund strategies | Risk analysis | Investment memos | Portfolio support,Elite Finance: Hedge fund career,Excellent Salary: ?15-35 LPA starting ?35-80 LPA in 5 years,Investment Management: Asset management,High Finance: Top of finance,Sophisticated Strategies: Hedge fund strategies,Investment Analysis,Financial Modeling,Valuation,Research,Market Analysis,Hedge Fund Strategies,Risk Analysis,Excel Advanced,Portfolio Analysis,Analytical Thinking,Financial Acumen,Work Ethic,Analytical Skills,Market Understanding,3-6 years IB/PE/equity research + MBA from top schools,Hedge Fund Experience,Investment Analysis,Stock Picking,Financial Modeling,Hedge Fund Success,,,,,,,,,,,,,,Hedge Fund Resources,,,,Hedge Fund Course,CFA (Highly Valued),,,,3500000,2500000,5500000,3500000,8000000,5500000,13000000,115000,175000,265000,,,,,,,,,,,,,,,,,Hedge Funds,Asset Management,Investment Firms,Alternative Investments,Quant Funds,,,,,,,,,,,62,,,,,,,,,,,,,,Hedge Fund Analyst (?12-28 LPA),Senior Analyst (?20-45 LPA),Portfolio Manager (?30-70 LPA),Partner (?35-80 LPA),Fund Manager (?55-130+ LPA),,,
R851,All Degrees,All Departments,Angel Investment,Angel Investor,10-20 years,Anywhere,"Self-Employed, Startups, Investments",Variable,0,Variable,Variable,A high-net-worth individual who invests personal capital in early-stage startups in exchange for equity,Angel investing | Startup evaluation | Due diligence | Investment decisions | Mentorship | Portfolio management | Networking | Exit strategies | Board participation | Value addition,Angel Investing: Startup investments,Returns-Based Income: Variable returns based on exits (high risk),Startup Ecosystem: Support entrepreneurs,Mentorship: Mentor startups,High Risk High Reward: Early-stage investing risky but high upside,Angel Investing,Startup Evaluation,Due Diligence,Investment Analysis,Mentorship,Networking,Portfolio Management,Business Acumen,Exit Strategy,Business Acumen,Risk Assessment,Networking,Mentorship,Long-Term Thinking,Significant capital + business experience + startup ecosystem knowledge | High net worth required,Angel Investments (5-10 startups),Portfolio Management,Mentorship,Successful Exits,Angel Investing Success,,,,,,,,,,,,,,Angel Investing Resources,,,,Angel Investing Course,,,,,Variable - Investment Returns,Variable - Investment Returns,Variable - Investment Returns,Variable - Investment Returns,Variable - Investment Returns,Variable - Investment Returns,Variable - Investment Returns,N/A,N/A,N/A,,,,,,,,,,,,,,,,,Self-Employed,Angel Networks,LetsVenture,Indian Angel Network,Startups,,,,,,,,,,,45,,,,,,,,,,,,,,Angel Investor (Returns-based - High Risk),Active Angel (Portfolio of 10-20),Super Angel (50+ investments),Angel Network Lead,,,,
